world,district,ward_number,plot_number,house_size,lotto_entries
Gilgamesh,The Goblet,27,5,3,4
Faerie,The Lavender Beds,26,5,2,3
Gilgamesh,Shirogane,16,9,1,3
Gilgamesh,Shirogane,16,14,1,4
Gilgamesh,Shirogane,16,49,2,24
Siren,Shirogane,29,9,1,1
Exodus,The Lavender Beds,26,39,1,2
Famfrit,The Lavender Beds,25,13,1,0
Faerie,The Lavender Beds,26,23,1,2
Sargatanas,The Lavender Beds,12,59,1,10
Siren,The Lavender Beds,30,23,1,2
Faerie,The Lavender Beds,26,55,1,1
Leviathan,Empyreum,26,50,1,1
Ultros,The Lavender Beds,30,36,3,4
Brynhildr,The Lavender Beds,26,1,2,3
Leviathan,Empyreum,26,48,2,3
Sargatanas,The Goblet,29,25,2,2
Faerie,The Lavender Beds,26,51,2,3
Sargatanas,Empyreum,25,52,3,7
Faerie,The Lavender Beds,26,47,1,3
Brynhildr,Shirogane,28,36,1,2
Cactuar,Shirogane,27,7,3,5
Hyperion,Shirogane,28,26,1,1
Diabolos,Shirogane,27,26,1,1
Exodus,The Lavender Beds,27,17,1,2
Malboro,Shirogane,30,58,2,4
Behemoth,Empyreum,29,21,2,2
Goblin,Mist,26,26,1,1
Behemoth,The Goblet,8,34,2,3
Behemoth,The Goblet,12,41,2,5
Behemoth,The Goblet,13,36,2,3
Behemoth,The Goblet,15,35,3,22
Behemoth,The Goblet,18,41,2,4
Behemoth,The Goblet,19,43,3,21
Lamia,The Lavender Beds,30,1,2,2
Excalibur,Empyreum,28,48,2,4
Behemoth,The Goblet,21,40,1,1
Behemoth,The Goblet,22,27,1,1
Behemoth,The Goblet,22,48,1,1
Behemoth,The Goblet,22,43,3,20
Behemoth,The Goblet,23,6,2,4
Mateus,Empyreum,23,4,1,6
Zalera,Empyreum,29,14,1,1
Midgardsormr,The Goblet,25,29,1,0
Excalibur,Empyreum,28,49,1,1
Mateus,Shirogane,25,9,1,3
Brynhildr,Shirogane,30,30,3,8
Sargatanas,Shirogane,26,14,1,4
Zalera,The Lavender Beds,26,17,1,3
Balmung,Shirogane,28,31,2,5
Adamantoise,Shirogane,29,21,1,2
Brynhildr,Shirogane,26,54,2,2
Faerie,The Goblet,26,10,1,0
Balmung,Shirogane,28,1,2,5
Exodus,Mist,28,20,1,2
Faerie,The Goblet,26,9,1,0
Lamia,The Lavender Beds,1,22,1,1
Famfrit,Shirogane,29,40,1,1
Midgardsormr,Shirogane,27,11,1,1
Cactuar,Empyreum,25,37,2,1
Balmung,Shirogane,28,3,1,4
Brynhildr,Shirogane,30,3,1,6
Midgardsormr,Empyreum,28,46,1,1
Brynhildr,Shirogane,30,9,1,2
Midgardsormr,Mist,28,20,1,2
Brynhildr,Shirogane,30,11,1,2
Cactuar,The Lavender Beds,28,30,2,2
Brynhildr,Shirogane,30,12,1,2
Famfrit,Shirogane,29,44,1,2
Ultros,Shirogane,26,30,3,11
Faerie,The Goblet,25,1,1,0
Lamia,Shirogane,30,53,1,2
Faerie,The Goblet,24,31,1,1
Faerie,The Goblet,24,51,1,1
Faerie,The Goblet,24,11,2,4
Adamantoise,The Lavender Beds,26,43,1,1
Adamantoise,The Goblet,26,56,1,1
Balmung,The Lavender Beds,29,39,1,5
Behemoth,The Lavender Beds,20,20,1,1
Behemoth,The Lavender Beds,19,60,2,7
Malboro,Empyreum,28,18,2,3
Malboro,Empyreum,28,51,2,2
Jenova,The Goblet,30,25,2,3
Jenova,The Goblet,30,18,1,1
Diabolos,Shirogane,27,16,3,7
Jenova,The Goblet,30,19,2,4
Diabolos,Shirogane,27,9,1,2
Exodus,Mist,28,39,1,1
Balmung,The Lavender Beds,25,33,3,12
Leviathan,The Goblet,29,56,1,0
Lamia,Shirogane,25,60,3,22
Leviathan,The Goblet,29,54,1,0
Mateus,Shirogane,27,56,1,2
Midgardsormr,The Goblet,26,44,1,2
Jenova,The Lavender Beds,29,3,3,4
Hyperion,Mist,22,40,1,1
Mateus,Shirogane,27,57,1,3
Brynhildr,Mist,27,44,2,1
Excalibur,Empyreum,30,53,1,2
Jenova,The Lavender Beds,29,25,1,1
Gilgamesh,Shirogane,30,9,1,4
Balmung,The Lavender Beds,28,35,2,4
Faerie,The Goblet,27,30,3,4
Malboro,Empyreum,30,18,2,5
Jenova,The Lavender Beds,29,9,1,3
Mateus,Empyreum,26,2,2,5
Siren,Mist,30,34,2,2
Diabolos,The Lavender Beds,26,25,1,1
Siren,Mist,30,36,2,3
Gilgamesh,Shirogane,30,3,1,3
Gilgamesh,The Lavender Beds,26,59,1,3
Ultros,Shirogane,28,18,1,1
Sargatanas,Empyreum,25,51,2,3
Mateus,Empyreum,29,48,2,3
Behemoth,The Lavender Beds,27,5,2,4
Lamia,The Goblet,30,50,1,2
Sargatanas,Empyreum,30,37,2,2
Balmung,Mist,16,28,1,5
Excalibur,Shirogane,30,49,2,2
Siren,Shirogane,27,7,3,10
Midgardsormr,The Lavender Beds,28,41,2,9
Lamia,The Goblet,30,49,2,2
Mateus,Empyreum,30,17,2,4
Leviathan,Empyreum,18,49,1,1
Leviathan,Empyreum,18,10,1,1
Leviathan,Empyreum,10,41,1,2
Mateus,Empyreum,30,18,2,6
Hyperion,Empyreum,29,11,1,2
Leviathan,Empyreum,8,20,1,1
Malboro,Empyreum,19,58,1,4
Malboro,Empyreum,18,5,1,2
Malboro,Empyreum,18,51,2,7
Malboro,Empyreum,17,55,1,1
Malboro,Empyreum,17,5,1,4
Malboro,Empyreum,17,43,1,1
Malboro,Empyreum,17,40,1,1
Malboro,Empyreum,15,40,1,2
Malboro,Empyreum,16,38,2,6
Malboro,Empyreum,15,55,1,1
Malboro,Empyreum,16,45,1,1
Malboro,Empyreum,16,53,1,1
Malboro,Empyreum,16,58,1,1
Malboro,Empyreum,15,36,1,2
Malboro,Empyreum,16,19,1,1
Malboro,Empyreum,14,34,1,1
Malboro,Empyreum,14,55,1,1
Malboro,Empyreum,14,9,1,1
Malboro,Empyreum,13,33,1,2
Malboro,Empyreum,10,32,2,9
Malboro,Empyreum,11,46,1,2
Malboro,Empyreum,10,41,1,1
Malboro,Empyreum,12,29,1,1
Malboro,Empyreum,10,39,1,2
Malboro,Empyreum,9,5,1,1
Malboro,Empyreum,8,34,1,1
Malboro,Empyreum,8,43,1,1
Malboro,Empyreum,7,57,1,1
Malboro,Empyreum,6,32,2,4
Malboro,Empyreum,7,55,1,1
Malboro,Empyreum,8,7,2,8
Malboro,Empyreum,4,32,2,3
Malboro,Empyreum,1,14,1,1
Midgardsormr,Empyreum,30,56,2,4
Adamantoise,Shirogane,27,6,1,2
Goblin,Mist,26,28,1,1
Brynhildr,Shirogane,30,55,1,2
Diabolos,Mist,30,46,1,0
Faerie,Mist,26,21,1,3
Cactuar,Empyreum,6,30,3,15
Cactuar,Empyreum,9,4,1,1
Cactuar,Empyreum,8,53,1,2
Gilgamesh,Mist,26,25,1,1
Brynhildr,Shirogane,30,52,1,2
Jenova,Empyreum,26,18,2,3
Cactuar,Empyreum,13,50,1,2
Gilgamesh,Mist,26,26,1,1
Cactuar,Empyreum,15,55,1,2
Cactuar,Empyreum,20,55,1,3
Coeurl,Mist,30,2,3,4
Mateus,The Lavender Beds,30,54,1,2
Cactuar,Empyreum,24,59,1,2
Cactuar,Empyreum,24,35,1,3
Malboro,Shirogane,21,13,2,11
Siren,The Goblet,28,45,1,1
Cactuar,The Lavender Beds,29,47,1,3
Balmung,Empyreum,29,27,1,3
Hyperion,The Lavender Beds,30,20,1,1
Exodus,Mist,23,47,1,1
Exodus,Mist,19,16,1,4
Exodus,Mist,26,47,1,1
Goblin,The Lavender Beds,30,28,3,3
Faerie,The Lavender Beds,24,50,1,5
Faerie,The Lavender Beds,24,23,1,5
Cactuar,The Goblet,27,60,3,3
Malboro,Shirogane,27,16,3,9
Exodus,Empyreum,22,31,1,4
Exodus,Empyreum,19,39,1,2
Exodus,Empyreum,18,9,1,1
Exodus,Empyreum,18,13,1,1
Exodus,Empyreum,7,5,1,1
Exodus,Empyreum,7,55,1,1
Exodus,Empyreum,7,6,1,1
Exodus,Empyreum,5,46,1,0
Exodus,Empyreum,4,24,1,0
Exodus,Empyreum,4,54,1,0
Exodus,Empyreum,2,40,1,0
Brynhildr,Shirogane,30,31,2,3
Lamia,Mist,30,5,3,11
Balmung,Mist,30,45,3,6
Brynhildr,Shirogane,30,33,1,2
Midgardsormr,The Goblet,26,58,1,1
Exodus,The Lavender Beds,12,57,2,8
Leviathan,Mist,29,17,1,1
Midgardsormr,The Goblet,26,57,1,1
Brynhildr,Shirogane,30,37,3,5
Cactuar,Shirogane,28,40,1,1
Midgardsormr,The Goblet,26,60,3,3
Mateus,Shirogane,28,3,1,4
Exodus,The Goblet,23,42,2,4
Exodus,The Goblet,20,47,1,1
Exodus,The Goblet,17,17,1,2
Coeurl,Empyreum,26,14,1,0
Exodus,Shirogane,22,3,1,4
Exodus,Shirogane,20,19,2,11
Exodus,Shirogane,18,17,1,2
Exodus,Shirogane,18,41,1,1
Exodus,Shirogane,10,12,1,2
Exodus,Shirogane,10,17,1,5
Exodus,Shirogane,6,49,2,6
Lamia,Mist,28,5,3,6
Diabolos,Empyreum,14,47,2,7
Diabolos,Empyreum,14,43,1,1
Diabolos,Empyreum,14,23,1,1
Diabolos,Empyreum,11,48,2,6
Diabolos,Empyreum,10,10,1,1
Sargatanas,The Goblet,30,15,1,1
Midgardsormr,The Goblet,25,3,1,0
Midgardsormr,The Goblet,26,51,1,0
Midgardsormr,The Goblet,25,7,1,0
Midgardsormr,The Goblet,25,8,2,1
Exodus,Shirogane,29,17,1,1
Adamantoise,Mist,26,45,3,5
Goblin,Mist,27,9,1,7
Excalibur,The Goblet,10,22,1,1
Excalibur,The Goblet,10,3,1,1
Excalibur,The Goblet,11,18,1,1
Excalibur,The Goblet,11,24,1,2
Excalibur,The Goblet,14,41,2,6
Excalibur,The Goblet,14,49,2,16
Excalibur,The Goblet,18,11,2,6
Excalibur,The Goblet,16,3,1,2
Excalibur,The Goblet,16,6,2,7
Coeurl,Empyreum,26,15,1,2
Excalibur,The Goblet,19,58,1,1
Hyperion,The Lavender Beds,25,30,2,1
Excalibur,The Goblet,20,25,2,6
Excalibur,The Goblet,20,12,2,6
Excalibur,The Goblet,20,26,1,1
Famfrit,Empyreum,30,7,2,2
Malboro,The Lavender Beds,29,6,3,5
Goblin,The Lavender Beds,27,48,1,2
Brynhildr,Mist,27,35,3,6
Faerie,The Goblet,8,1,1,1
Faerie,The Goblet,8,59,1,1
Faerie,The Goblet,8,4,2,5
Mateus,Shirogane,30,27,1,4
Midgardsormr,Empyreum,25,4,1,1
Exodus,Mist,28,17,1,2
Exodus,Mist,28,16,1,1
Adamantoise,The Lavender Beds,18,13,1,2
Adamantoise,The Lavender Beds,18,38,1,3
Adamantoise,The Lavender Beds,15,45,1,2
Adamantoise,The Lavender Beds,14,47,1,4
Adamantoise,The Lavender Beds,9,32,1,1
Adamantoise,The Lavender Beds,9,26,1,2
Adamantoise,The Lavender Beds,8,32,1,2
Jenova,Shirogane,1,45,2,5
Midgardsormr,Mist,27,25,1,2
Adamantoise,The Lavender Beds,6,30,2,6
Sargatanas,Shirogane,26,19,2,3
Sargatanas,Mist,26,31,2,2
Midgardsormr,The Lavender Beds,27,4,1,1
Mateus,Shirogane,30,25,1,2
Famfrit,The Lavender Beds,25,36,3,9
Excalibur,The Lavender Beds,29,51,2,2
Exodus,The Goblet,30,21,1,1
Leviathan,Mist,30,10,1,1
Famfrit,Mist,30,24,1,1
Ultros,The Lavender Beds,28,59,1,4
Leviathan,Shirogane,29,1,2,3
Balmung,The Lavender Beds,29,41,2,19
Gilgamesh,Shirogane,25,44,1,0
Coeurl,Mist,26,30,2,3
Goblin,Mist,25,48,1,0
Famfrit,Empyreum,27,19,1,1
Mateus,Mist,25,38,1,0
Mateus,Mist,25,33,1,1
Mateus,Empyreum,26,37,2,5
Exodus,Shirogane,26,34,1,1
Balmung,The Lavender Beds,29,6,3,10
Faerie,Mist,25,4,2,5
Excalibur,Empyreum,29,30,3,7
Leviathan,Mist,30,17,1,3
Diabolos,Mist,27,3,1,2
Faerie,Mist,25,3,1,0
Brynhildr,Empyreum,27,59,1,1
Faerie,Mist,25,2,3,5
Ultros,The Lavender Beds,28,55,1,1
Diabolos,Mist,27,7,2,2
Adamantoise,The Lavender Beds,27,34,1,1
Ultros,The Lavender Beds,28,54,1,3
Diabolos,Mist,27,4,2,2
Excalibur,Empyreum,26,56,2,4
Excalibur,The Goblet,26,18,1,1
Adamantoise,Shirogane,30,38,2,6
Diabolos,Mist,27,19,1,3
Diabolos,Mist,27,12,1,1
Jenova,The Goblet,26,35,3,3
Brynhildr,Empyreum,30,45,1,1
Diabolos,Mist,27,16,1,1
Brynhildr,Shirogane,29,37,3,4
Diabolos,Mist,27,24,1,0
Diabolos,Mist,27,27,1,1
Diabolos,The Goblet,8,38,2,5
Leviathan,Mist,25,7,2,1
Diabolos,Mist,27,29,2,2
Famfrit,Empyreum,29,37,2,2
Diabolos,Mist,27,26,1,1
Famfrit,Shirogane,28,8,2,4
Leviathan,Mist,23,9,1,2
Jenova,The Goblet,26,25,2,3
Famfrit,Shirogane,28,7,3,10
Famfrit,Empyreum,29,7,2,3
Balmung,Mist,30,34,2,4
Goblin,The Goblet,14,6,2,6
Cactuar,Mist,27,49,1,2
Famfrit,Shirogane,28,36,1,2
Leviathan,Empyreum,26,30,3,14
Siren,The Lavender Beds,26,44,1,1
Sargatanas,The Lavender Beds,30,21,2,3
Mateus,Shirogane,26,12,1,1
Adamantoise,The Lavender Beds,26,30,2,2
Behemoth,Shirogane,29,37,3,6
Lamia,The Goblet,28,40,1,0
Lamia,The Goblet,28,41,2,1
Diabolos,The Goblet,7,4,2,3
Jenova,The Lavender Beds,5,60,2,4
Mateus,Shirogane,26,27,1,4
Mateus,Shirogane,26,25,1,2
Malboro,Shirogane,26,37,3,7
Adamantoise,The Lavender Beds,26,29,1,5
Leviathan,Empyreum,30,48,2,4
Faerie,Shirogane,28,37,3,5
Behemoth,Shirogane,29,54,2,2
Behemoth,Shirogane,29,56,1,1
Balmung,The Lavender Beds,27,34,1,4
Behemoth,Shirogane,29,53,1,1
Behemoth,Shirogane,29,59,1,3
Siren,Mist,25,37,2,2
Siren,The Goblet,30,48,1,2
Malboro,Shirogane,26,31,2,3
Mateus,Shirogane,26,20,1,2
Balmung,The Goblet,26,7,1,3
Hyperion,Shirogane,28,43,2,2
Lamia,The Lavender Beds,28,6,3,4
Jenova,Empyreum,25,32,2,2
Sargatanas,Empyreum,30,56,2,3
Behemoth,Mist,28,16,1,0
Balmung,Mist,27,37,2,4
Balmung,Empyreum,29,30,3,9
Hyperion,The Lavender Beds,27,22,1,2
Gilgamesh,Mist,29,15,3,12
Brynhildr,Empyreum,30,50,1,1
Siren,The Lavender Beds,25,5,2,3
Hyperion,The Lavender Beds,24,52,1,3
Hyperion,The Lavender Beds,24,40,1,4
Hyperion,The Lavender Beds,23,7,1,2
Hyperion,The Lavender Beds,22,14,1,1
Hyperion,The Lavender Beds,22,2,1,3
Hyperion,The Lavender Beds,20,13,1,1
Hyperion,The Lavender Beds,20,47,1,3
Hyperion,The Lavender Beds,20,51,2,8
Hyperion,The Lavender Beds,21,20,1,2
Hyperion,The Lavender Beds,19,27,2,11
Hyperion,The Lavender Beds,19,45,1,3
Hyperion,The Lavender Beds,18,22,1,4
Hyperion,The Lavender Beds,19,34,1,4
Hyperion,The Lavender Beds,17,55,1,3
Hyperion,The Lavender Beds,16,49,1,2
Hyperion,The Lavender Beds,15,45,1,2
Hyperion,The Lavender Beds,15,15,1,2
Hyperion,The Lavender Beds,15,42,1,1
Hyperion,The Lavender Beds,14,23,1,2
Hyperion,The Lavender Beds,11,40,1,3
Hyperion,The Lavender Beds,10,59,1,10
Hyperion,The Lavender Beds,10,49,1,3
Hyperion,The Lavender Beds,11,39,1,6
Hyperion,The Lavender Beds,9,50,1,3
Hyperion,The Lavender Beds,7,42,1,3
Hyperion,The Lavender Beds,7,27,2,17
Hyperion,The Lavender Beds,7,55,1,2
Hyperion,The Lavender Beds,5,60,2,7
Hyperion,The Lavender Beds,4,38,1,1
Gilgamesh,Mist,29,9,1,1
Gilgamesh,Mist,29,10,1,1
Jenova,The Goblet,25,49,2,4
Mateus,The Lavender Beds,25,11,2,29
Balmung,Empyreum,27,30,3,10
Exodus,Mist,28,21,1,2
Sargatanas,The Lavender Beds,30,27,2,3
Brynhildr,Empyreum,30,49,1,1
Adamantoise,Shirogane,25,49,2,3
Faerie,Mist,29,7,2,2
Behemoth,Empyreum,25,32,2,1
Balmung,Empyreum,28,41,1,2
Hyperion,Mist,29,5,3,10
Cactuar,Shirogane,15,3,1,10
Gilgamesh,Mist,29,5,3,10
Lamia,The Lavender Beds,29,28,3,3
Diabolos,The Lavender Beds,27,44,1,1
Malboro,Mist,27,15,3,6
Faerie,Mist,30,23,1,1
Sargatanas,Mist,18,33,1,1
Sargatanas,Mist,14,49,1,7
Sargatanas,Mist,11,37,2,7
Sargatanas,Mist,9,60,2,12
Sargatanas,Mist,9,38,1,1
Zalera,Mist,7,60,2,13
Zalera,Mist,6,59,2,7
Sargatanas,Mist,9,36,2,16
Sargatanas,Mist,8,10,1,1
Sargatanas,Mist,7,54,1,1
Sargatanas,Mist,7,3,1,2
Zalera,Mist,11,27,1,2
Zalera,Mist,11,44,2,7
Zalera,Mist,13,18,1,2
Zalera,Mist,13,27,1,2
Zalera,Mist,12,51,1,5
Zalera,Mist,20,17,1,2
Zalera,Mist,21,47,1,2
Zalera,Mist,21,58,1,2
Hyperion,The Lavender Beds,29,37,1,1
Goblin,The Goblet,28,44,1,1
Diabolos,The Lavender Beds,30,46,2,4
Leviathan,The Lavender Beds,28,26,1,1
Behemoth,Shirogane,28,17,1,1
Behemoth,Empyreum,30,22,3,5
Faerie,The Lavender Beds,28,34,1,1
Ultros,Empyreum,30,31,1,2
Jenova,The Lavender Beds,26,12,1,2
Behemoth,Empyreum,30,18,2,4
Faerie,The Goblet,30,20,1,5
Malboro,The Lavender Beds,25,27,2,4
Hyperion,Mist,28,26,1,1
Diabolos,The Lavender Beds,25,53,1,0
Cactuar,Shirogane,30,10,1,3
Diabolos,The Lavender Beds,25,57,2,2
Leviathan,The Lavender Beds,29,4,1,1
Mateus,Shirogane,25,28,2,12
Gilgamesh,The Lavender Beds,26,58,3,4
Coeurl,Empyreum,26,37,2,2
Malboro,The Lavender Beds,30,30,2,3
Famfrit,The Goblet,24,8,2,4
Malboro,The Lavender Beds,30,29,1,7
Famfrit,The Goblet,18,4,2,3
Lamia,Shirogane,30,19,2,4
Coeurl,The Lavender Beds,17,49,1,2
Coeurl,The Lavender Beds,15,10,1,4
Coeurl,The Lavender Beds,14,50,1,2
Malboro,The Lavender Beds,30,28,3,3
Malboro,Mist,25,5,3,9
Malboro,The Lavender Beds,30,25,1,1
Sargatanas,The Goblet,27,37,1,1
Coeurl,The Lavender Beds,9,57,2,10
Hyperion,Mist,27,42,1,0
Jenova,The Goblet,26,13,3,3
Malboro,The Lavender Beds,30,24,1,1
Coeurl,The Lavender Beds,8,24,1,3
Coeurl,The Lavender Beds,8,42,1,3
Malboro,The Goblet,26,34,2,1
Coeurl,The Lavender Beds,7,21,2,9
Coeurl,The Lavender Beds,7,12,1,2
Mateus,Shirogane,27,59,1,2
Leviathan,Shirogane,9,42,1,2
Leviathan,Shirogane,15,54,2,9
Faerie,Mist,30,60,2,5
Cactuar,Mist,27,46,1,1
Hyperion,Mist,27,53,1,1
Leviathan,Shirogane,7,33,1,4
Leviathan,Shirogane,7,32,1,3
Leviathan,Shirogane,8,26,1,4
Leviathan,Shirogane,17,4,1,3
Leviathan,Shirogane,17,2,1,2
Malboro,The Lavender Beds,30,16,2,3
Faerie,Mist,26,8,1,1
Balmung,The Goblet,22,47,1,4
Balmung,The Goblet,22,57,1,5
Balmung,The Goblet,20,56,1,5
Balmung,The Goblet,20,31,1,5
Balmung,The Goblet,10,37,1,4
Balmung,The Goblet,12,20,1,6
Balmung,The Goblet,10,10,1,6
Balmung,The Goblet,9,16,1,6
Mateus,Shirogane,30,31,2,5
Hyperion,Mist,27,54,1,0
Behemoth,Empyreum,25,17,2,0
Mateus,The Lavender Beds,30,41,2,13
Mateus,Shirogane,30,34,1,2
Malboro,Empyreum,25,30,3,19
Mateus,Shirogane,30,35,1,2
Ultros,The Lavender Beds,26,11,2,8
Cactuar,The Goblet,29,13,3,3
Behemoth,Empyreum,25,18,2,2
Behemoth,Empyreum,25,22,3,4
Mateus,The Goblet,30,2,1,1
Coeurl,The Goblet,30,39,1,1
Excalibur,Shirogane,26,20,1,2
Diabolos,Shirogane,25,2,1,0
Malboro,Mist,29,15,3,4
Diabolos,Shirogane,27,5,1,2
Balmung,The Goblet,23,24,1,6
Diabolos,Shirogane,27,4,1,2
Lamia,Mist,27,20,1,4
Ultros,The Lavender Beds,29,24,1,1
Excalibur,Shirogane,26,21,1,2
Hyperion,Mist,27,13,1,1
Lamia,Shirogane,29,37,3,9
Hyperion,Mist,27,18,1,2
Mateus,Empyreum,18,20,1,3
Mateus,Empyreum,18,46,1,4
Siren,The Lavender Beds,27,41,2,23
Mateus,Empyreum,17,29,1,4
Hyperion,Mist,27,23,1,1
Lamia,The Lavender Beds,28,60,2,3
Mateus,The Goblet,25,35,3,8
Mateus,Empyreum,14,38,2,23
Mateus,Empyreum,14,41,1,4
Hyperion,Shirogane,26,56,1,1
Mateus,Empyreum,13,15,1,3
Lamia,Empyreum,28,39,1,1
Hyperion,Mist,27,27,1,1
Hyperion,Mist,27,28,1,1
Adamantoise,Mist,27,6,2,2
Faerie,Mist,29,20,1,4
Balmung,The Goblet,18,10,1,4
Famfrit,The Goblet,12,8,2,4
Malboro,The Lavender Beds,11,35,2,3
Balmung,The Goblet,16,17,1,5
Mateus,Empyreum,8,16,1,3
Mateus,Empyreum,8,9,1,4
Mateus,Empyreum,8,36,1,5
Sargatanas,The Goblet,13,41,2,4
Mateus,Empyreum,7,19,1,4
Mateus,Empyreum,7,36,1,4
Mateus,Empyreum,7,54,1,4
Gilgamesh,Empyreum,27,52,3,5
Malboro,Mist,29,43,1,1
Hyperion,Shirogane,26,54,2,2
Malboro,The Goblet,28,8,2,2
Behemoth,Shirogane,19,42,1,1
Behemoth,Shirogane,20,38,2,12
Behemoth,Shirogane,21,57,1,2
Diabolos,Empyreum,28,17,2,2
Malboro,Mist,29,47,1,1
Malboro,Mist,29,48,1,1
Famfrit,Shirogane,25,30,3,15
Excalibur,Mist,29,3,1,1
Midgardsormr,The Lavender Beds,8,40,1,2
Midgardsormr,The Lavender Beds,9,56,1,1
Hyperion,Mist,27,3,1,3
Excalibur,Shirogane,25,45,2,1
Midgardsormr,The Lavender Beds,17,38,1,2
Mateus,Empyreum,29,3,1,2
Midgardsormr,The Goblet,28,45,1,1
Sargatanas,The Goblet,22,36,2,4
Sargatanas,The Goblet,22,12,2,4
Sargatanas,The Goblet,21,45,1,1
Sargatanas,The Goblet,20,36,2,4
Sargatanas,The Goblet,20,42,2,4
Jenova,The Lavender Beds,30,25,1,2
Sargatanas,The Goblet,19,16,1,1
Sargatanas,The Goblet,19,20,1,1
Sargatanas,The Goblet,17,25,2,4
Sargatanas,The Goblet,18,40,1,1
Sargatanas,The Goblet,15,16,1,1
Mateus,Empyreum,25,33,1,1
Sargatanas,The Goblet,27,9,1,0
Sargatanas,The Goblet,11,9,1,1
Sargatanas,The Goblet,11,34,2,4
Sargatanas,The Goblet,11,17,1,2
Goblin,Empyreum,25,2,2,2
Sargatanas,The Goblet,9,34,2,6
Sargatanas,The Goblet,9,18,1,1
Sargatanas,The Goblet,8,34,2,5
Diabolos,Shirogane,29,60,3,20
Sargatanas,The Goblet,7,20,1,1
Cactuar,The Lavender Beds,30,21,2,2
Mateus,Empyreum,25,31,1,1
Midgardsormr,The Lavender Beds,30,16,2,6
Sargatanas,The Goblet,4,4,2,1
Sargatanas,The Goblet,4,12,2,1
Sargatanas,The Goblet,6,39,1,1
Balmung,Mist,29,6,2,6
Mateus,Empyreum,21,21,2,25
Cactuar,Mist,25,17,1,4
Diabolos,Shirogane,30,8,2,6
Malboro,Mist,29,45,3,6
Excalibur,Empyreum,29,41,1,1
Diabolos,Shirogane,29,57,1,2
Siren,The Lavender Beds,15,25,1,2
Siren,The Lavender Beds,15,24,1,2
Siren,The Lavender Beds,14,17,1,3
Siren,The Lavender Beds,13,24,1,2
Siren,The Lavender Beds,13,7,1,3
Siren,The Lavender Beds,9,7,1,4
Siren,The Lavender Beds,9,38,1,3
Siren,The Lavender Beds,8,45,1,2
Diabolos,The Lavender Beds,26,31,2,1
Siren,The Lavender Beds,7,26,1,5
Ultros,Shirogane,28,50,1,1
Balmung,Mist,26,10,1,2
Jenova,Shirogane,30,35,1,1
Mateus,The Goblet,26,51,1,1
Midgardsormr,Empyreum,28,60,3,7
Behemoth,The Lavender Beds,29,51,2,2
Midgardsormr,Shirogane,28,47,1,1
Sargatanas,The Goblet,3,53,1,1
Lamia,The Goblet,26,13,3,3
Ultros,Empyreum,28,14,1,0
Balmung,Mist,25,50,1,2
Mateus,Shirogane,22,36,1,11
Mateus,Shirogane,22,41,1,6
Mateus,Shirogane,21,43,2,14
Mateus,Shirogane,20,9,1,6
Mateus,Shirogane,13,14,1,6
Mateus,Shirogane,12,57,1,6
Mateus,Shirogane,11,52,1,9
Mateus,Shirogane,4,5,1,1
Balmung,Mist,19,10,1,5
Gilgamesh,Mist,29,44,2,2
Balmung,Mist,16,8,1,5
Balmung,Mist,13,23,1,5
Exodus,The Lavender Beds,22,21,2,7
Exodus,The Lavender Beds,23,57,2,12
Exodus,The Lavender Beds,19,34,1,3
Exodus,The Lavender Beds,19,39,1,5
Exodus,The Lavender Beds,17,57,2,8
Exodus,The Lavender Beds,10,15,1,3
Behemoth,The Lavender Beds,29,58,3,3
Mateus,The Goblet,26,38,2,2
Exodus,The Lavender Beds,9,51,2,6
Exodus,The Lavender Beds,4,35,2,7
Cactuar,Mist,30,54,1,1
Mateus,The Goblet,29,44,1,3
Mateus,The Goblet,26,33,1,1
Malboro,The Lavender Beds,29,20,1,1
Mateus,Mist,30,30,2,5
Cactuar,The Lavender Beds,30,48,1,2
Mateus,The Lavender Beds,26,9,1,5
Brynhildr,Mist,26,5,3,10
Mateus,The Goblet,26,44,1,2
Hyperion,Mist,22,24,1,1
Excalibur,Shirogane,15,47,1,2
Hyperion,Mist,19,58,1,2
Hyperion,Mist,12,53,1,1
Ultros,Empyreum,30,32,2,3
Adamantoise,Empyreum,30,10,1,1
Hyperion,Mist,28,33,1,1
Cactuar,Mist,8,20,1,5
Exodus,The Lavender Beds,26,11,2,9
Balmung,Shirogane,30,53,1,2
Sargatanas,Shirogane,26,40,1,2
Siren,Shirogane,27,15,2,2
Siren,Shirogane,27,14,1,4
Mateus,The Goblet,26,58,1,1
Siren,Shirogane,27,13,2,2
Mateus,The Lavender Beds,26,7,1,3
Mateus,Empyreum,27,55,1,2
Coeurl,The Lavender Beds,28,35,2,3
Gilgamesh,Mist,29,50,1,2
Mateus,The Goblet,26,59,1,1
Jenova,Shirogane,30,49,2,3
Jenova,Shirogane,30,47,1,2
Mateus,Empyreum,27,54,1,3
Cactuar,Shirogane,29,55,1,1
Mateus,The Goblet,26,46,1,3
Adamantoise,Mist,26,52,1,1
Brynhildr,The Lavender Beds,25,46,2,4
Zalera,Shirogane,30,33,1,3
Mateus,The Goblet,26,52,1,1
Adamantoise,Mist,27,5,3,10
Lamia,The Goblet,29,13,3,3
Sargatanas,Mist,27,35,3,10
Brynhildr,The Goblet,26,7,1,1
Adamantoise,Shirogane,26,26,1,2
Mateus,Empyreum,28,56,2,12
